time,format,font,color,data_unix,danmuchi,ID,rowID,danmu
1274.02300,1,25,16777215,1520013303,0,96214c1f,4360074206,真心希望大家不要撕哦 想安安静静的欣赏音乐 同时和小伙伴们弹幕聊聊天 再膜拜一下科普菌
14.36000,1,25,16777215,1520013340,0,d80d9f78,4360075163,来看回放
1342.35900,1,25,16777215,1520013403,0,96214c1f,4360076824,小哥笑的好魔性  我也就倒回去听个十遍(?? ? ?`)*
1414.34100,1,25,16777215,1520013491,0,96214c1f,4360079190,喔呼  小姐姐们好漂酿
1480.37900,1,25,16777215,1520013567,0,96214c1f,4360081154,乐器材质都好别致啊
1506.94200,1,25,16777215,1520013599,0,96214c1f,4360081979,国家队哦
34.72600,1,25,16777215,1520013650,0,11cfa32e,4360083232,深夜在线的我
241.51600,1,25,16777215,1520013678,0,1f606d2c,4360083935,哗，彩云追月，不管编得有没有新意，舞美先好评
1577.81000,1,25,16777215,1520013711,0,96214c1f,4360084772,脑海中出现一个梳着辫子的胖砸在唱歌(????????)
497.53300,1,25,16777215,1520013826,0,d80d9f78,4360087551,我以为是央视
1715.55000,1,25,16777215,1520013869,0,96214c1f,4360088584,我稀饭这个小姐姐的鼻子
1656.10600,1,25,16777215,1520013886,0,7635f031,4360089020,最喜欢dizi大爱笛子的声音
344.22100,1,25,16777215,1520013964,0,11cfa32e,4360090895,哇呜~
466.26000,1,25,16777215,1520014087,0,11cfa32e,4360093814,春晚感觉+1
2246.10300,1,25,16777215,1520014295,0,96214c1f,4360098654,唢呐音色是真的独特
39.50600,1,25,16777215,1520014302,0,ec03303d,4360098811,+1
2359.48700,1,25,16777215,1520014422,0,96214c1f,4360101483,唱歌就不能吹笛子2333
2483.85300,1,25,16777215,1520014569,0,96214c1f,4360104806,方老内心是崩溃的 为啥都是评委 每次都要我上去
1017.34700,1,25,16777215,1520014647,0,11cfa32e,4360106468,听着很燃啊
229.42100,1,25,16777215,1520014797,0,2a2af7a5,4360109710,陈军！疯狂打call
507.70500,1,25,16777215,1520014830,0,354a9434,4360110407,央视没那么惨
5.04400,1,25,16777215,1520014876,0,deefd506,4360111381,只有720？
2823.76900,1,25,16777215,1520014926,0,96214c1f,4360112384,哇 有种大闹天宫的感觉
473.68900,1,25,16777215,1520014996,0,2a2af7a5,4360113788,赞助品牌有点太挫了
356.02100,1,25,16777215,1520015310,0,96214c1f,4360119985,小姐姐犀利的眼神 震到我
1703.01900,1,25,16777215,1520015356,0,11cfa32e,4360120901,话说小姐姐们冷吗
3239.00000,1,25,16777215,1520015636,0,60b72aa0,4360126391,不改好！
2154.70500,1,25,16777215,1520015903,0,11cfa32e,4360131461,老实说当初，忘了在初中还是小学的时候，老师教这首歌，真的好魔性，脑海中一直都是那个旋律
4400.65900,1,25,16777215,1520016098,0,856f4cb5,4360135021,魔音入耳    洗脑
739.31400,1,25,16777215,1520016151,0,fc0e3db,4360135941,小哥眼神不错
1267.63800,1,25,15138834,1520016157,0,4454c2c2,4360136044,说吧，有什么乐器您是不会的
1983.66100,1,25,16777215,1520016182,0,2a2af7a5,4360136536,节目内容很牛逼，可以广东卫视制作水平比起湖南浙江差太多，可惜了这么多好音乐
1589.45300,1,25,16777215,1520016225,0,354a9434,4360137346,。。。。敲厉害！！！！
1488.37000,1,25,15138834,1520016230,0,4454c2c2,4360137462,别抢了，都是我的
305.74000,1,25,16777215,1520016243,0,66869522,4360137689,有杀气
471.99900,1,25,16777215,1520016415,0,66869522,4360140643,明明比春晚好看
1034.39200,1,25,16777215,1520016449,0,fc0e3db,4360141244,好听
1990.29000,1,25,16777215,1520016686,0,865dfc1b,4360145261,怀疑自己弹幕卡了
740.83300,1,25,16777215,1520016719,0,66869522,4360145786,刚刚那个特写好看的
2661.31700,1,25,16777215,1520016724,0,2a2af7a5,4360145859,感觉不像竞技节目，晚会的感觉
1413.75600,1,25,16777215,1520016752,0,fc0e3db,4360146292,哇
1421.16500,1,25,16777215,1520016764,0,fc0e3db,4360146506,教练我想学
882.79300,1,25,16777215,1520016875,0,66869522,4360148281,卧槽，老子眼前一片草场！
204.47400,1,25,15138834,1520016879,0,68e8b2b3,4360148349,感觉挺良心的！加油支持！！！
915.39200,1,25,16777215,1520016930,0,66869522,4360149154,因为刚刚po上来啊，所以弹幕少
4317.70000,1,25,16777215,1520017024,0,99543b32,4360150728,哔哩哔哩 (゜-゜)つロ 干杯~
1037.75200,1,25,16777215,1520017061,0,66869522,4360151302,蒙古的汉子果然狂野
376.03800,1,25,15138834,1520017062,0,68e8b2b3,4360151311,祝节目旗开得胜
470.68300,1,25,15138834,1520017169,0,68e8b2b3,4360152965,春晚加一哈0哈
4494.61700,1,25,16777215,1520017217,0,99543b32,4360153690,主持人你何必呢。。。搞得人家好尷尬
1268.43000,1,25,16777215,1520017270,0,66869522,4360154509,秀了一波骚操作，陈独秀请你坐下
4550.74700,1,25,16777215,1520017312,0,99543b32,4360155114,第一个出来大家感觉新鲜，后面出来就超不过了
1607.38100,1,25,16777215,1520017609,0,66869522,4360159429,小姐姐都很厉害，但我觉得合在一起有点吵。。。
2837.61600,1,25,16777215,1520017641,0,354a9434,4360159859,好热闹
4320.26400,1,25,16777215,1520017696,0,2a2af7a5,4360160667,这个水平超高
521.48000,1,25,15138834,1520017718,0,4b4d5d1a,4360160960,主持人丰满的身材我习惯
937.40400,1,25,15138834,1520017735,0,68e8b2b3,4360161175,汪
1583.91100,1,25,16777215,1520017875,0,99543b32,4360163100,←你不说我脑子里还没他，这下挥之不去了！！
2419.25200,1,25,16777215,1520017904,0,66869522,4360163507,哈哈哈，重音好好玩 meng  wei
4605.44600,1,25,16777215,1520017941,0,2a2af7a5,4360164010,这笛子神了
2462.49200,1,25,16777215,1520017953,0,66869522,4360164150,一片沙漠
2658.49500,1,25,16777215,1520018085,0,fc0e3db,4360165921,哇
3252.11200,1,25,16777215,1520018135,0,9050ef91,4360166532,你直接唱流行音乐孩子更喜欢
1872.37300,1,25,16777215,1520018150,0,99543b32,4360166709,难怪您一身白- -
2938.35100,1,25,16777215,1520018350,0,66869522,4360169243,有个吹喇叭的小哥哥gay里gay气的
3116.78200,1,25,16777215,1520018527,0,66869522,4360171568,行走的音乐百度
3197.94200,1,25,16777215,1520018623,0,66869522,4360172746,“你是在和我胖虎作对喽”
3196.94600,1,25,16777215,1520018663,0,fc0e3db,4360173263,红红火火恍恍惚惚
3665.27300,1,25,16777215,1520018669,0,354a9434,4360173338,这个也好棒！！！！
3202.35900,1,25,16777215,1520018681,0,fc0e3db,4360173477,有趣
309.79000,1,25,16777215,1520018740,0,438d05c1,4360174112,十面埋伏
3582.49400,1,25,16777215,1520018879,0,66869522,4360175833,夜深沉
2901.22500,1,25,16777215,1520018896,0,99543b32,4360176004,潮汕小姐姐超好看。。。抱走
3598.93400,1,25,16777215,1520018911,0,66869522,4360176151,阴阳  。。如反掌
485.26900,1,25,16777215,1520018915,0,438d05c1,4360176192,差点以为是三鹿奶粉
2950.94900,1,25,16777215,1520018982,0,99543b32,4360176991,←吹的是唢呐。。。吹喇叭那就是gay了
1347.12400,1,25,16777215,1520018997,0,53e7679c,4360177164,好可爱
4236.68100,1,25,16777215,1520019241,0,354a9434,4360180128,这个紧张感啊！
938.52700,1,25,16777215,1520019407,0,fd21a21a,4360182059,我都闻到奶酒味了！
4376.39600,1,25,16777215,1520019424,0,66869522,4360182253,那种小心翼翼，内心彷徨的感觉
3232.30600,5,25,16777215,1520019467,0,99543b32,4360182785,小姐姐是我的
4532.51600,1,25,16777215,1520019600,0,66869522,4360184346,加了歌词。。。。我也听不懂。。。。。
4554.63600,1,25,16777215,1520019625,0,66869522,4360184626,gay里gay气的
4679.64700,1,25,16777215,1520019684,0,354a9434,4360185340,bilibili
5049.08500,1,25,16777215,1520020053,0,354a9434,4360189263,23333333333333333333
2487.50900,1,25,16777215,1520020074,0,fd21a21a,4360189521,方老师，你还有什么是不会的！
5196.77400,1,25,16777215,1520020201,0,354a9434,4360190895,这个间曲都好棒
1604.87400,1,25,16777215,1520020271,0,438d05c1,4360191635,刘欢飘逸的头发
1726.22700,1,25,16777215,1520020393,0,438d05c1,4360192888,广东，就算户外也不冷
1854.00700,1,25,16777215,1520020521,0,438d05c1,4360194224,我以为塑料的。。。。
4852.94700,1,25,16777215,1520021381,0,fd21a21a,4360202579,bilibili干杯
921.29700,1,25,16777215,1520022274,0,80e5f186,4360210462,这念诵！
920.86900,1,18,16777215,1520022777,0,f6cfc7a2,4360214674,兄弟姐妹们加油，我先睡了
10.68400,1,25,16777215,1520022955,0,40e81278,4360216073,哇
24.87600,1,25,16777215,1520024873,0,f7ef5f0c,4360229890,这是古筝。。。不是古琴
2501.95900,1,25,16777215,1520026654,0,438d05c1,4360240825,啥都会。。。
2522.65700,1,25,16777215,1520026675,0,438d05c1,4360240956,矮油，刚才观众席的小姐姐不错
1341.21800,1,25,16777215,1520028309,0,f7ef5f0c,4360250486,好可爱
482.30900,1,25,16777215,1520029868,0,26a9990,4360259826,谭晶给康美唱过康美之恋的 是老板夫妻两个的爱妻故事 mv在广告区有 特别美
900.93700,1,25,16777215,1520030319,0,26a9990,4360262627,吉祥三宝
904.54600,1,25,16777215,1520030663,0,706cc4ac,4360264897,哇靠，瞬间鸡皮疙瘩一地。。真舒服
391.19800,1,25,16777215,1520031535,0,12defb8d,4360271226,春晚既视感
579.81300,1,25,16777215,1520031778,0,12defb8d,4360273110,？？？那什么国家宝藏？张国立？？？对不起……我想笑……
838.75100,1,25,16777215,1520031954,0,12defb8d,4360274556,帅！
889.39200,1,25,16777215,1520032009,0,12defb8d,4360275014,巨帅！！！
464.97300,1,25,9599289,1520032252,0,c565d696,4360277053,春晚腔
1525.33400,1,25,16777215,1520032397,0,12defb8d,4360278387,这腿……
573.66100,1,25,9599289,1520032418,0,c565d696,4360278888,瞬移?
1030.64800,1,25,41194,1520032894,0,c565d696,4360283399,甩头发咯
1087.46700,1,25,11890,1520032971,0,c565d696,4360284152,男主持，说成语很尬
2209.08400,1,25,16777215,1520033094,0,36ac1f3,4360285389,听过国家宝藏的水龙吟，这些总感觉乱得很，不喜欢这种乱搭，还是喜欢纯一点的音乐
2429.39700,1,25,16777215,1520033315,0,36ac1f3,4360287680,舞台配色像春晚
276.81100,1,25,16777215,1520033471,0,8cc8f612,4360289355,听不见古琴声音了
58.28600,1,25,16777215,1520034044,0,b0f786c5,4360296161,BGM，神思者，故宫，日本的
492.49100,1,25,16777215,1520034246,0,44805c48,4360298748,戳？去看看天美集团的百度百科知识
502.86500,1,25,16777215,1520034296,0,ac2df73d,4360299413,唉？刚好赶上了？
836.09000,1,25,16777215,1520034721,0,5fbd2ea2,4360305225,手疼
464.31300,1,25,16777215,1520034763,0,d76c1efd,4360305796,这。。
481.88500,5,25,16711680,1520034780,0,d76c1efd,4360306063,声音不喜欢
599.10800,5,25,16711680,1520034880,0,d76c1efd,4360307530,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈国家宝藏
102.44600,1,25,16777215,1520034942,0,b6152010,4360308400,94岁爷爷诶
1187.55800,1,25,16777215,1520035072,0,5fbd2ea2,4360310407,第一次见到大马头琴。。。
251.32800,1,25,16777215,1520035115,0,b6152010,4360311024,哟！陈军
884.58100,5,25,16711680,1520035152,0,d76c1efd,4360311554,卧槽呼麦
895.43600,5,25,16711680,1520035167,0,d76c1efd,4360311798,鼓掌鼓掌。好听
908.94900,5,25,16711680,1520035176,0,d76c1efd,4360311977,呼麦好
1326.90600,1,25,16777215,1520035211,0,5fbd2ea2,4360312531,有没有什么乐器是方老师不会的
1356.12500,1,25,16777215,1520035241,0,5fbd2ea2,4360313012,恶哈哈哈哈哈哈哈哈哈哈哈
224.28300,1,25,16777215,1520035302,0,37eb2f6b,4360313952,陈军大大啊啊啊啊打call
1407.67700,1,25,16777215,1520035336,0,e159558c,4360314465,听她们歌长大233
1625.05900,1,25,16777215,1520035509,0,5fbd2ea2,4360317287,最爱笛子
1342.53600,5,25,16711680,1520035594,0,d76c1efd,4360318708,哈哈哈小哥哥可爱
407.01400,1,25,16777215,1520035674,0,98914bc5,4360320075,乱
1866.45700,1,25,16777215,1520035751,0,5fbd2ea2,4360321348,我以为玻璃的
1968.31300,1,25,16777215,1520035853,0,5fbd2ea2,4360323133,二胡的音色好像没太大影响，那二胡筒应该是木头的吧，笛子也没啥影响
2495.43700,1,25,16777215,1520035860,0,653f0ba1,4360323274,炫技狂魔方锦龙
1608.47300,5,25,16711680,1520035873,0,d76c1efd,4360323501,哈哈哈哈我也挥之不去了
972.48800,1,25,16777215,1520035888,0,28821ad3,4360323772,那个弹的乐器是啥
2039.14100,1,25,16777215,1520035925,0,5fbd2ea2,4360324460,琵琶斗二胡是哪期
29.05900,1,25,16777215,1520035959,0,ea3dea58,4360325108,终于来了
1723.96900,5,25,16777215,1520035989,0,d76c1efd,4360325671,广东应该不冷吧
3714.94300,1,25,16777215,1520036038,0,3f403c0c,4360326559,这个好！！
1875.90300,5,25,16777215,1520036172,0,d76c1efd,4360329063,一身琉璃白
1262.06400,1,25,16777215,1520036190,0,28821ad3,4360329378,方大师！
525.27900,1,25,16777215,1520036496,0,ea3dea58,4360335239,这个站位感觉设计不对，镜头分切也有点瑕疵
853.44300,1,25,16777215,1520036648,0,d18763d0,4360338306,我是蒙古族(??д??)虽然不会马头琴
2503.18800,5,25,16777215,1520036828,0,d76c1efd,4360341891,老师你还有什么不会的
3048.36500,1,25,16777215,1520036933,0,5fbd2ea2,4360344051,好听，比前边的都整齐
1194.52000,1,25,16777215,1520036992,0,d18763d0,4360345360,我也是
3209.60500,1,25,16777215,1520037094,0,5fbd2ea2,4360347568,来来来咱俩打一架
1076.53700,1,25,16777215,1520037115,0,a51d1f03,4360347952,这长头发需要留多长时间
1444.78000,1,25,16777215,1520037153,0,7f9d0317,4360348790,美到窒息
463.16000,1,25,16777215,1520037165,0,2e74a05,4360349059,春晚的既视感~
3285.57900,1,25,16777215,1520037170,0,5fbd2ea2,4360349169,不喜欢，改的论七八糟的，古典不古典安，流行不流行
3205.10900,5,25,16777215,1520037237,0,d76c1efd,4360350569,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
3210.99700,5,25,16777215,1520037243,0,d76c1efd,4360350671,吵起来了
934.45900,1,25,16777215,1520037268,0,3161cb9e,4360351202,鸡皮疙瘩。。。。
1272.12700,1,25,16777215,1520037328,0,a51d1f03,4360352468,贼秀ε=ε=ε=(?◇??)?
1057.83600,1,25,16777215,1520037350,0,a4bb70bc,4360352920,帅哭
1012.65600,1,25,16777215,1520037353,0,3161cb9e,4360352985,好好听
1665.80100,1,25,41194,1520037369,0,56d9dc2f,4360353351,这首好听
1288.60800,1,25,16777215,1520037378,0,a51d1f03,4360353560,我给六个 (*^▽^*) 
247.04200,1,25,16777215,1520037538,0,ff0b8fe4,4360357054,陈军！！
1601.51600,1,25,16777215,1520037594,0,671c1abb,4360358279,人美。。乐美。。。
1335.39200,1,25,16777215,1520037625,0,7b0855e,4360358970,哇哈哈哈哈哈
546.98500,1,25,16777215,1520037632,0,4bda89c4,4360359129,emmmmmm........
1588.66500,1,25,16777215,1520037710,0,a51d1f03,4360360862,可怕 有毒?
2661.91300,1,25,16777215,1520037795,0,4bc2005a,4360362826,我是看到了快板?
1495.57500,1,25,16777215,1520037800,0,c990981f,4360362941,好美啊
1677.86500,1,25,16777215,1520037827,0,a51d1f03,4360363496,还有伴舞坐摇椅的(?˙▽˙?)
1242.33800,1,25,16777215,1520037839,0,a28d8606,4360363755,大师依旧是你大师
63.61400,1,25,16777215,1520037922,0,cd90a231,4360365675,←不是神思者的故宫
3023.89400,1,25,16777215,1520038342,0,5ff711e0,4360375811,好听到起鸡皮疙瘩
1877.68900,5,25,16707842,1520038396,0,36f4e12d,4360377165,透明着尘埃
940.84400,1,25,16777215,1520038531,0,34c8ac8f,4360380485,帅
1004.31500,1,25,16777215,1520038594,0,34c8ac8f,4360382096,舞美还差点意思
4721.58100,1,25,16777215,1520038629,0,5fbd2ea2,4360382978,外国人看中国人很忐忑没毛病
986.72100,1,25,16777215,1520038656,0,a8ffe839,4360383698,马头吉?
422.93600,1,25,16777215,1520038700,0,910b92e7,4360384833,背景音乐太强了
2174.05100,5,25,16707842,1520038701,0,36f4e12d,4360384859,哇，nice!
918.85100,1,25,16777215,1520038814,0,cd90a231,4360387759,←没有呼麦
567.37500,1,25,16777215,1520038855,0,910b92e7,4360388849,舞美好棒ヾ ^_^?
681.38900,1,25,16777215,1520038875,0,6800e227,4360389437,陈军！！！！
2823.71400,1,25,16777215,1520038988,0,a51d1f03,4360392564,哇⊙?⊙！很有感觉啊
1495.14000,1,25,16777215,1520039085,0,34c8ac8f,4360395277,这个透明的乐器 欣赏不了
243.13700,1,25,16777215,1520039190,0,c3d585af,4360398225,开头就是我的最哎呀
2666.58800,1,25,16777215,1520039284,0,4bda89c4,4360400877,可能去掉竞技环节会更好。。。
888.66600,1,25,16777215,1520039317,0,5529b690,4360401766,很强！！！
12.75600,1,25,16777215,1520039383,0,c2df7164,4360403701,吼吼
2210.35800,1,25,16777215,1520039390,0,34c8ac8f,4360403897,希望多出些 原创的新曲子 比如国家宝藏那种格调的
995.42700,1,25,16777215,1520039436,0,5529b690,4360405219,马叫声唉
1010.48600,5,25,15138834,1520039468,0,5529b690,4360406131,这么好听就没有弹幕吗！！！
2293.74100,1,25,16777215,1520039473,0,34c8ac8f,4360406268,这种的民乐还没有脱离我们原有的认知 不像国家宝藏呈现的 瞬间就让人感觉到了高雅
2945.67000,5,25,16707842,1520039486,0,36f4e12d,4360406640,喇叭？？？哈哈哈哈哈哈
3338.62700,1,25,16777215,1520039537,0,a51d1f03,4360408191,陈军可以的
3116.11700,1,25,16777215,1520039563,0,f02e2ab7,4360408940,啥都会啊
1234.89500,5,25,15138834,1520039565,0,5529b690,4360409001,大佬登场！！！打call
1022.39500,1,25,16777215,1520039598,0,71c6fdc0,4360409974,国乐摇滚
3622.78500,1,25,16777215,1520039607,0,185b4ea2,4360410248,感觉好现代啊
3379.58700,1,25,16777215,1520039620,0,a51d1f03,4360410613,一点都不跳过感觉给的很多，真不错
2182.79600,1,25,16777215,1520039632,0,44283cb5,4360410972,?????
1396.25100,5,25,15138834,1520039652,0,5529b690,4360411568,很强！打call！！！
1425.83100,5,25,15138834,1520039699,0,5529b690,4360412928,教练说，先去种橘子树去
1247.19100,1,25,16777215,1520039729,0,661b2302,4360413761,什么都会系列。。
3201.24400,1,25,16707842,1520039764,0,36f4e12d,4360414787,哈哈哈哈二老好逗
1491.59200,5,25,15138834,1520039774,0,5529b690,4360415113,放屁！都是我的！！
1543.08900,5,25,15138834,1520039815,0,5529b690,4360416347,我去⊙?⊙！惊了！！！
1616.50900,5,25,15138834,1520039899,0,5529b690,4360418762,吵？？？你怎么想的
879.30900,1,25,16777215,1520039918,0,e5f939fe,4360419268,一直想知道呼麦是怎么学的……感觉很神奇的一个技能
0.18100,1,25,16777215,1520040118,0,66ba72c,4360425232,古箏党前來報到
1296.53900,1,25,16777215,1520040360,0,e5f939fe,4360432749,想给方锦龙先生点666个……
277.66200,1,25,16777215,1520040369,0,32f8f8c3,4360433041,没时间发弹幕
21.80400,1,25,41194,1520040461,0,2260aa3d,4360435937,我又错过了
592.46000,1,25,16777215,1520040487,0,353b19a2,4360436725,各种模仿呀
623.61300,1,25,16777215,1520040518,0,353b19a2,4360437670,没有果粒老师的底蕴
439.72200,1,25,16777215,1520040554,0,32f8f8c3,4360438816,背景音乐也是真人演奏的
3369.20100,1,25,16777215,1520040685,0,a0f37165,4360443003,目前我喜欢这一款！！期待下次的原汁原味
1268.31000,1,25,16777215,1520040686,0,5770f8c5,4360443019,大师换多少个乐器，都还是你大师
304.82400,5,25,15138834,1520040757,0,2260aa3d,4360445324,火云邪神即视感啊
41.92700,1,25,16777215,1520040874,0,c50b6ab0,4360449089,二胡党就来看看
1081.91800,1,25,16777215,1520040925,0,353b19a2,4360450689,这类本来不是听乐器的？为什么感觉全是伴奏
1823.08100,1,25,16777215,1520040968,0,709e4161,4360452049,。。。。。。。
479.89400,1,25,16777215,1520040994,0,b1798e9d,4360452963,比春晚还看
479.89400,1,25,16777215,1520041006,0,b1798e9d,4360453334,比春晚好看+1、
1732.28400,1,25,16777215,1520041028,0,2cbb4fe,4360454081,二十多度
1141.91300,1,25,16777215,1520041047,0,d18ef335,4360454650,我是不是把弹幕关了
586.52400,5,25,15138834,1520041053,0,2260aa3d,4360454838,费玉清
992.02300,1,25,16777215,1520041079,0,4da71e59,4360455639,蒙古吉他
977.01700,1,25,16777215,1520041114,0,66ba72c,4360456805,←火不思
1435.98000,1,25,16777215,1520041144,0,353b19a2,4360457747,果然最惨赞助商还是水井坊呀
1242.94700,1,25,16777215,1520041153,0,d18ef335,4360458121,真好听
3661.89600,1,25,16777215,1520041176,0,6387ab97,4360458873,哇
6.44000,1,25,16777215,1520041198,0,a9e3f4e4,4360459566,终于等到你
3736.87800,1,25,16777215,1520041262,0,6387ab97,4360461749,这个二胡声音好沉
538.50900,1,25,16777215,1520041416,0,945d27a9,4360466954,央视什么都好，就是老假唱闹心！
2158.88700,1,25,16777215,1520041430,0,50ba3660,4360467404,听不清琵琶的声音，是不是收音太小了
1028.58000,1,25,15138834,1520041461,0,2260aa3d,4360468469,听得忘记放弹幕了
808.04200,1,25,16777215,1520041484,0,17576d6c,4360469272,没毛病
4609.56400,1,25,16777215,1520041573,0,4bda89c4,4360472318,好像很厉害
2694.30700,1,25,16777215,1520041608,0,3452ed73,4360473505,壮哉我大潮州！
137.32000,1,25,16777215,1520041643,0,e77c0329,4360474708,说真的  如果是主题式竞演会效果好些   同主题范围  不同乐团自己按主题改编    或者同曲目不同乐器改编
4062.22500,1,25,16777215,1520041658,0,a8ffe839,4360475182,主持人说话自带倒装
573.91600,5,25,16777215,1520041680,0,5293e6b4,4360475904,上下五千年……呃，走错片场了?
1486.53200,1,25,16777215,1520041683,0,66ba72c,4360476028,但实际上水晶的材质没有木制好，音色不通透
482.64200,1,25,16777215,1520041716,0,d5413409,4360477159,比春晚好看的真相了
1062.14200,1,25,16777215,1520041753,0,ed4c4a5d,4360478430,为什么要加架子鼓，这个乐队本身就已经有低音声部了呀，，
1465.20200,1,25,15138834,1520041782,0,2260aa3d,4360479454,一言难尽那就简洁说啊
2813.54900,1,25,16777215,1520041810,0,c3d585af,4360480346,唢呐一出谁与争锋
283.01900,1,25,16777215,1520041813,0,e77c0329,4360480422,古琴这时没弹  只是准备手型
1024.91300,1,25,16711680,1520041862,0,b1798e9d,4360482100,泪目
1591.40200,1,25,15138834,1520041917,0,2260aa3d,4360484014,你闭嘴
1670.82200,1,25,15138834,1520042020,0,2260aa3d,4360487528,这笛子真好看不这人真好听
3034.58800,1,25,16777215,1520042031,0,c3d585af,4360487961,看，这才是传乐！！大爱
1614.45600,1,25,16777215,1520042045,0,e6fe805a,4360488463,赞同??
606.04100,1,25,16777215,1520042101,0,f77e2729,4360490433,当年同一首歌的主持人
1018.35900,1,25,16777215,1520042148,0,b6c5b5ae,4360492116,厉害了
607.33900,1,25,16777215,1520042150,0,e77c0329,4360492220,突然想接上下五千年
90.07400,1,25,16777215,1520042161,0,9acd90cc,4360492615,虽然不懂琵琶，但是光看着就好美
214.28200,1,25,16777215,1520042237,0,c08fa9f3,4360495278,加油
718.82000,1,25,16777215,1520042280,0,e77c0329,4360496832,剪辑少了一份仪式感
0.00000,1,25,16777215,1520042292,0,97ef3247,4360497246,可追。。。。。还不错
262.50200,1,25,16777215,1520042296,0,c08fa9f3,4360497393,舞台美
296.10100,1,25,16777215,1520042301,0,21c9df4,4360497557,霹雳弦惊
1238.24500,1,25,16777215,1520042315,0,b6c5b5ae,4360498087,6666
2124.57300,1,25,15138834,1520042354,0,2260aa3d,4360499524,暂停看乐器名
391.26100,1,25,16777215,1520042432,0,c08fa9f3,4360502303,好可爱
1671.86900,1,25,16777215,1520042437,0,8db84698,4360502485,乐器外观好特别，好看。
1272.57500,1,25,16777215,1520042496,0,b1d824fa,4360504722,你大爷依旧是你大爷
925.82000,1,25,16777215,1520042501,0,e77c0329,4360504921,前面的  一开始就有呼麦啊
5151.20500,1,25,16777215,1520042526,0,44283cb5,4360505818,233333
471.24100,1,25,16777215,1520042536,0,c08fa9f3,4360506181,对对对，PKd掉春晚
3543.53200,1,25,16777215,1520042540,0,c3d585af,4360506324,香港中乐团超牛逼的好嘛
501.46000,1,25,16777215,1520042580,0,c08fa9f3,4360507820,主持人有点激动
2307.61100,1,25,15138834,1520042582,0,2260aa3d,4360507864,不加入新的东西受众面就不会变大啊
54.01700,1,25,16777215,1520042599,0,f5ceb03a,4360508506,有点尬。国乐加油
894.71500,1,25,16777215,1520042636,0,e95fe5f4,4360509979,第一声出来就能感受到，茫茫的天地，孤独的牧人正在与自然对话
578.12100,1,25,16777215,1520042673,0,c08fa9f3,4360511355,大变活人？？
1091.60000,1,25,16777215,1520042682,0,e77c0329,4360511690,主持有点尬
145.96600,1,25,16777215,1520042701,0,f5ceb03a,4360512428,前面的加一
23.06200,1,25,16777215,1520042712,0,10f593fb,4360512930,受陸而来
1115.49900,1,25,16777215,1520042746,0,e77c0329,4360514157,对啊  万马奔腾就对了  波澜壮阔   用得没感觉
2849.46200,1,25,15138834,1520042773,0,2260aa3d,4360515207,迎老爷曲目
1233.10000,1,25,16777215,1520042875,0,e77c0329,4360519094,长知识啊
2524.61600,1,25,16777215,1520042893,0,8db84698,4360519785,hhhhh 
836.35700,1,25,16777215,1520042942,0,c08fa9f3,4360521673,看到了
1349.12000,1,25,16777215,1520042996,0,e77c0329,4360523668,可爱的汉子
